SKU,Name,Category,Unit,UnitPrice,Barcode,Grade,Size,Thickness,MaterialType,Description,StockQuantity
SS-RT304-7-8X1P5,"SS Round Tube 304 7/8"" x 1.5mm",Stainless Tubes,pc,700,8.903E+12,304,"7/8"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 7/8"" x 1.5mm Standard",0
SS-RT304-1X1P5,"SS Round Tube 304 1"" x 1.5mm",Stainless Tubes,pc,797,8.903E+12,304,"1"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 1"" x 1.5mm Standard",0
SS-RT304-11-4X1P5,"SS Round Tube 304 1 1/4"" x 1.5mm",Stainless Tubes,pc,1018,8.903E+12,304,"1 1/4"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 1 1/4"" x 1.5mm Standard",0
SS-RT304-11-2X1P5,"SS Round Tube 304 1 1/2"" x 1.5mm",Stainless Tubes,pc,1234,8.903E+12,304,"1 1/2"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 1 1/2"" x 1.5mm Standard",0
SS-RT304-13-4X1P5,"SS Round Tube 304 1 3/4"" x 1.5mm",Stainless Tubes,pc,1449,8.903E+12,304,"1 3/4"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 1 3/4"" x 1.5mm Standard",0
SS-RT304-2X1P5,"SS Round Tube 304 2"" x 1.5mm",Stainless Tubes,pc,1663,8.903E+12,304,"2"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 2"" x 1.5mm Standard",0
SS-RT304-21-2X1P5,"SS Round Tube 304 2 1/2"" x 1.5mm",Stainless Tubes,pc,1874,8.903E+12,304,"2 1/2"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 2 1/2"" x 1.5mm Standard",0
SS-RT304-3X1P5,"SS Round Tube 304 3"" x 1.5mm",Stainless Tubes,pc,2257,8.903E+12,304,"3"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 3"" x 1.5mm Standard",0
SS-RT304-4X1P5,"SS Round Tube 304 4"" x 1.5mm",Stainless Tubes,pc,3023,8.903E+12,304,"4"" x 1.5mm",1.5mm,Standard,"Stainless round tube 304 4"" x 1.5mm Standard",0
SS-SQT304-1-2X1-2X1P2,"SS Square Tube 304 1/2"" x 1/2"" x 1.2mm",Stainless Tubes,pc,424,8.903E+12,304,"1/2"" x 1/2"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 1/2"" x 1/2"" x 1.2mm Standard",0
SS-SQT304-3-4X3-4X1P2,"SS Square Tube 304 3/4"" x 3/4"" x 1.2mm",Stainless Tubes,pc,644,8.903E+12,304,"3/4"" x 3/4"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 3/4"" x 3/4"" x 1.2mm Standard",0
SS-SQT304-1X1X1P2,"SS Square Tube 304 1"" x 1"" x 1.2mm",Stainless Tubes,pc,852,8.903E+12,304,"1"" x 1"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 1"" x 1"" x 1.2mm Standard",0
SS-SQT304-11-4X11-4X1P2,"SS Square Tube 304 1 1/4"" x 1 1/4"" x 1.2mm",Stainless Tubes,pc,1026,8.903E+12,304,"1 1/4"" x 1 1/4"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 1 1/4"" x 1 1/4"" x 1.2mm Standard",0
SS-SQT304-11-2X11-2X1P2,"SS Square Tube 304 1 1/2"" x 1 1/2"" x 1.2mm",Stainless Tubes,pc,1305,8.903E+12,304,"1 1/2"" x 1 1/2"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 1 1/2"" x 1 1/2"" x 1.2mm Standard",0
SS-SQT304-2X2X1P2,"SS Square Tube 304 2"" x 2"" x 1.2mm",Stainless Tubes,pc,1725,8.903E+12,304,"2"" x 2"" x 1.2mm",1.2mm,Standard,"Stainless square tube 304 2"" x 2"" x 1.2mm Standard",0
SS-SQT304-1-2X1-2X1P5,"SS Square Tube 304 1/2"" x 1/2"" x 1.5mm",Stainless Tubes,pc,520,8.903E+12,304,"1/2"" x 1/2"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 1/2"" x 1/2"" x 1.5mm Standard",0
SS-SQT304-3-4X3-4X1P5,"SS Square Tube 304 3/4"" x 3/4"" x 1.5mm",Stainless Tubes,pc,789,8.903E+12,304,"3/4"" x 3/4"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 3/4"" x 3/4"" x 1.5mm Standard",0
SS-SQT304-1X1X1P5,"SS Square Tube 304 1"" x 1"" x 1.5mm",Stainless Tubes,pc,1044,8.903E+12,304,"1"" x 1"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 1"" x 1"" x 1.5mm Standard",0
SS-SQT304-11-4X11-4X1P5,"SS Square Tube 304 1 1/4"" x 1 1/4"" x 1.5mm",Stainless Tubes,pc,1259,8.903E+12,304,"1 1/4"" x 1 1/4"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 1 1/4"" x 1 1/4"" x 1.5mm Standard",0
SS-SQT304-11-2X11-2X1P5,"SS Square Tube 304 1 1/2"" x 1 1/2"" x 1.5mm",Stainless Tubes,pc,1601,8.903E+12,304,"1 1/2"" x 1 1/2"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 1 1/2"" x 1 1/2"" x 1.5mm Standard",0
SS-SQT304-2X2X1P5,"SS Square Tube 304 2"" x 2"" x 1.5mm",Stainless Tubes,pc,2118,8.903E+12,304,"2"" x 2"" x 1.5mm",1.5mm,Standard,"Stainless square tube 304 2"" x 2"" x 1.5mm Standard",0
SS-RCT304-1-2X1X1P2,"SS Rectangular Tube 304 1/2"" x 1"" x 1.2mm",Stainless Tubes,pc,639,8.903E+12,304,"1/2"" x 1"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 1/2"" x 1"" x 1.2mm Standard",0
SS-RCT304-1-2X2X1P2,"SS Rectangular Tube 304 1/2"" x 2"" x 1.2mm",Stainless Tubes,pc,1078,8.903E+12,304,"1/2"" x 2"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 1/2"" x 2"" x 1.2mm Standard",0
SS-RCT304-5-8X11-4X1P2,"SS Rectangular Tube 304 5/8"" x 1 1/4"" x 1.2mm",Stainless Tubes,pc,766,8.903E+12,304,"5/8"" x 1 1/4"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 5/8"" x 1 1/4"" x 1.2mm Standard",0
SS-RCT304-1X11-2X1P2,"SS Rectangular Tube 304 1"" x 1 1/2"" x 1.2mm",Stainless Tubes,pc,1078,8.903E+12,304,"1"" x 1 1/2"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 1"" x 1 1/2"" x 1.2mm Standard",0
SS-RCT304-1X2X1P2,"SS Rectangular Tube 304 1"" x 2"" x 1.2mm",Stainless Tubes,pc,1289,8.903E+12,304,"1"" x 2"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 1"" x 2"" x 1.2mm Standard",0
SS-RCT304-1X3X1P2,"SS Rectangular Tube 304 1"" x 3"" x 1.2mm",Stainless Tubes,pc,1723,8.903E+12,304,"1"" x 3"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 1"" x 3"" x 1.2mm Standard",0
SS-RCT304-2X3X1P2,"SS Rectangular Tube 304 2"" x 3"" x 1.2mm",Stainless Tubes,pc,1934,8.903E+12,304,"2"" x 3"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 2"" x 3"" x 1.2mm Standard",0
SS-RCT304-2X4X1P2,"SS Rectangular Tube 304 2"" x 4"" x 1.2mm",Stainless Tubes,pc,2327,8.903E+12,304,"2"" x 4"" x 1.2mm",1.2mm,Standard,"Stainless rectangular tube 304 2"" x 4"" x 1.2mm Standard",0
SS-RCT304-1-2X1X1P5,"SS Rectangular Tube 304 1/2"" x 1"" x 1.5mm",Stainless Tubes,pc,783,8.903E+12,304,"1/2"" x 1"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 1/2"" x 1"" x 1.5mm Standard",0
SS-RCT304-1X11-2X1P5,"SS Rectangular Tube 304 1"" x 1 1/2"" x 1.5mm",Stainless Tubes,pc,1308,8.903E+12,304,"1"" x 1 1/2"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 1"" x 1 1/2"" x 1.5mm Standard",0
SS-RCT304-1X2X1P5,"SS Rectangular Tube 304 1"" x 2"" x 1.5mm",Stainless Tubes,pc,1580,8.903E+12,304,"1"" x 2"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 1"" x 2"" x 1.5mm Standard",0
SS-RCT304-1X3X1P5,"SS Rectangular Tube 304 1"" x 3"" x 1.5mm",Stainless Tubes,pc,2115,8.903E+12,304,"1"" x 3"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 1"" x 3"" x 1.5mm Standard",0
SS-RCT304-2X3X1P5,"SS Rectangular Tube 304 2"" x 3"" x 1.5mm",Stainless Tubes,pc,2376,8.903E+12,304,"2"" x 3"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 2"" x 3"" x 1.5mm Standard",0
SS-RCT304-2X4X1P5,"SS Rectangular Tube 304 2"" x 4"" x 1.5mm",Stainless Tubes,pc,2857,8.903E+12,304,"2"" x 4"" x 1.5mm",1.5mm,Standard,"Stainless rectangular tube 304 2"" x 4"" x 1.5mm Standard",0
SS-DEC304-3-4X1P2,"SS Decorative Tube 304 3/4"" x 1.2mm",Stainless Tubes,pc,562,8.903E+12,304,"3/4"" x 1.2mm",1.2mm,Decorative,"Stainless decorative tube 304 3/4"" x 1.2mm Decorative",0
SS-DEC304-1X1P2,"SS Decorative Tube 304 1"" x 1.2mm",Stainless Tubes,pc,736,8.903E+12,304,"1"" x 1.2mm",1.2mm,Decorative,"Stainless decorative tube 304 1"" x 1.2mm Decorative",0
SS-TWS304-3-4X1P2,"SS Twisted Tube 304 3/4"" x 1.2mm",Stainless Tubes,pc,562,8.903E+12,304,"3/4"" x 1.2mm",1.2mm,Twisted,"Stainless twisted tube 304 3/4"" x 1.2mm Twisted",0
SS-TWS304-1X1P2,"SS Twisted Tube 304 1"" x 1.2mm",Stainless Tubes,pc,736,8.903E+12,304,"1"" x 1.2mm",1.2mm,Twisted,"Stainless twisted tube 304 1"" x 1.2mm Twisted",0
SS-SHF202-1-8,"SS Shafting 202 1/8""",Stainless Bars,pc,63,8.903E+12,202,"1/8""",,Shafting,"Stainless shafting 202 1/8""",0
SS-SHF202-3-16,"SS Shafting 202 3/16""",Stainless Bars,pc,109,8.903E+12,202,"3/16""",,Shafting,"Stainless shafting 202 3/16""",0
SS-SHF202-1-4,"SS Shafting 202 1/4""",Stainless Bars,pc,152,8.903E+12,202,"1/4""",,Shafting,"Stainless shafting 202 1/4""",0
SS-SHF202-5-16,"SS Shafting 202 5/16""",Stainless Bars,pc,246,8.903E+12,202,"5/16""",,Shafting,"Stainless shafting 202 5/16""",0
SS-SHF202-3-8,"SS Shafting 202 3/8""",Stainless Bars,pc,347,8.903E+12,202,"3/8""",,Shafting,"Stainless shafting 202 3/8""",0
SS-SHF202-1-2,"SS Shafting 202 1/2""",Stainless Bars,pc,597,8.903E+12,202,"1/2""",,Shafting,"Stainless shafting 202 1/2""",0
SS-SHF202-5-8,"SS Shafting 202 5/8""",Stainless Bars,pc,936,8.903E+12,202,"5/8""",,Shafting,"Stainless shafting 202 5/8""",0
SS-SHF202-3-4,"SS Shafting 202 3/4""",Stainless Bars,pc,1417,8.903E+12,202,"3/4""",,Shafting,"Stainless shafting 202 3/4""",0
SS-SHF202-1,"SS Shafting 202 1""",Stainless Bars,pc,2268,8.903E+12,202,"1""",,Shafting,"Stainless shafting 202 1""",0
SS-SHF202-11-4,"SS Shafting 202 1 1/4""",Stainless Bars,pc,3937,8.903E+12,202,"1 1/4""",,Shafting,"Stainless shafting 202 1 1/4""",0
SS-SHF202-11-2,"SS Shafting 202 1 1/2""",Stainless Bars,pc,5669,8.903E+12,202,"1 1/2""",,Shafting,"Stainless shafting 202 1 1/2""",0
SS-SHF202-21-2,"SS Shafting 202 2 1/2""",Stainless Bars,pc,15747,8.903E+12,202,"2 1/2""",,Shafting,"Stainless shafting 202 2 1/2""",0
SS-SHF304-1-8,"SS Shafting 304 1/8""",Stainless Bars,pc,79,8.903E+12,304,"1/8""",,Shafting,"Stainless shafting 304 1/8""",0
SS-SHF304-3-16,"SS Shafting 304 3/16""",Stainless Bars,pc,156,8.903E+12,304,"3/16""",,Shafting,"Stainless shafting 304 3/16""",0
SS-SHF304-1-4,"SS Shafting 304 1/4""",Stainless Bars,pc,231,8.903E+12,304,"1/4""",,Shafting,"Stainless shafting 304 1/4""",0
SS-SHF304-5-16,"SS Shafting 304 5/16""",Stainless Bars,pc,388,8.903E+12,304,"5/16""",,Shafting,"Stainless shafting 304 5/16""",0
SS-SHF304-3-8,"SS Shafting 304 3/8""",Stainless Bars,pc,540,8.903E+12,304,"3/8""",,Shafting,"Stainless shafting 304 3/8""",0
SS-SHF304-1-2,"SS Shafting 304 1/2""",Stainless Bars,pc,951,8.903E+12,304,"1/2""",,Shafting,"Stainless shafting 304 1/2""",0
SS-SHF304-5-8,"SS Shafting 304 5/8""",Stainless Bars,pc,1492,8.903E+12,304,"5/8""",,Shafting,"Stainless shafting 304 5/8""",0
SS-SHF304-3-4,"SS Shafting 304 3/4""",Stainless Bars,pc,2218,8.903E+12,304,"3/4""",,Shafting,"Stainless shafting 304 3/4""",0
SS-SHF304-1,"SS Shafting 304 1""",Stainless Bars,pc,3621,8.903E+12,304,"1""",,Shafting,"Stainless shafting 304 1""",0
SS-SHF304-11-4,"SS Shafting 304 1 1/4""",Stainless Bars,pc,6162,8.903E+12,304,"1 1/4""",,Shafting,"Stainless shafting 304 1 1/4""",0
SS-SHF304-11-2,"SS Shafting 304 1 1/2""",Stainless Bars,pc,8873,8.903E+12,304,"1 1/2""",,Shafting,"Stainless shafting 304 1 1/2""",0
SS-SHF304-2,"SS Shafting 304 2""",Stainless Bars,pc,15774,8.903E+12,304,"2""",,Shafting,"Stainless shafting 304 2""",0
SS-AB202-3MMX1,SS Angle Bar 202 3mm x 1,Stainless Bars,pc,668,8.903E+12,202,3mm x 1,3mm,Angle Bar,Stainless angle bar 202 3mm x 1,0
SS-AB202-4MMX1,SS Angle Bar 202 4mm x 1,Stainless Bars,pc,882,8.903E+12,202,4mm x 1,4mm,Angle Bar,Stainless angle bar 202 4mm x 1,0
SS-AB202-5MMX1,SS Angle Bar 202 5mm x 1,Stainless Bars,pc,1191,8.903E+12,202,5mm x 1,5mm,Angle Bar,Stainless angle bar 202 5mm x 1,0
SS-AB202-6MMX1,SS Angle Bar 202 6mm x 1,Stainless Bars,pc,1403,8.903E+12,202,6mm x 1,6mm,Angle Bar,Stainless angle bar 202 6mm x 1,0
SS-AB202-3MMX11-2,SS Angle Bar 202 3mm x 1 1/2,Stainless Bars,pc,1155,8.903E+12,202,3mm x 1 1/2,3mm,Angle Bar,Stainless angle bar 202 3mm x 1 1/2,0
SS-AB202-4MMX11-2,SS Angle Bar 202 4mm x 1 1/2,Stainless Bars,pc,1559,8.903E+12,202,4mm x 1 1/2,4mm,Angle Bar,Stainless angle bar 202 4mm x 1 1/2,0
SS-AB202-5MMX11-2,SS Angle Bar 202 5mm x 1 1/2,Stainless Bars,pc,1909,8.903E+12,202,5mm x 1 1/2,5mm,Angle Bar,Stainless angle bar 202 5mm x 1 1/2,0
SS-AB202-6MMX11-2,SS Angle Bar 202 6mm x 1 1/2,Stainless Bars,pc,2251,8.903E+12,202,6mm x 1 1/2,6mm,Angle Bar,Stainless angle bar 202 6mm x 1 1/2,0
SS-AB202-3MMX2,SS Angle Bar 202 3mm x 2,Stainless Bars,pc,1471,8.903E+12,202,3mm x 2,3mm,Angle Bar,Stainless angle bar 202 3mm x 2,0
SS-AB202-4MMX2,SS Angle Bar 202 4mm x 2,Stainless Bars,pc,1742,8.903E+12,202,4mm x 2,4mm,Angle Bar,Stainless angle bar 202 4mm x 2,0
SS-AB202-5MMX2,SS Angle Bar 202 5mm x 2,Stainless Bars,pc,2165,8.903E+12,202,5mm x 2,5mm,Angle Bar,Stainless angle bar 202 5mm x 2,0
SS-AB202-6MMX2,SS Angle Bar 202 6mm x 2,Stainless Bars,pc,2855,8.903E+12,202,6mm x 2,6mm,Angle Bar,Stainless angle bar 202 6mm x 2,0
SS-AB304-3MMX1,SS Angle Bar 304 3mm x 1,Stainless Bars,pc,1211,8.903E+12,304,3mm x 1,3mm,Angle Bar,Stainless angle bar 304 3mm x 1,0
SS-AB304-4MMX1,SS Angle Bar 304 4mm x 1,Stainless Bars,pc,1690,8.903E+12,304,4mm x 1,4mm,Angle Bar,Stainless angle bar 304 4mm x 1,0
SS-AB304-5MMX1,SS Angle Bar 304 5mm x 1,Stainless Bars,pc,2094,8.903E+12,304,5mm x 1,5mm,Angle Bar,Stainless angle bar 304 5mm x 1,0
SS-AB304-6MMX1,SS Angle Bar 304 6mm x 1,Stainless Bars,pc,2248,8.903E+12,304,6mm x 1,6mm,Angle Bar,Stainless angle bar 304 6mm x 1,0
SS-AB304-3MMX11-2,SS Angle Bar 304 3mm x 1 1/2,Stainless Bars,pc,1863,8.903E+12,304,3mm x 1 1/2,3mm,Angle Bar,Stainless angle bar 304 3mm x 1 1/2,0
SS-AB304-4MMX11-2,SS Angle Bar 304 4mm x 1 1/2,Stainless Bars,pc,2477,8.903E+12,304,4mm x 1 1/2,4mm,Angle Bar,Stainless angle bar 304 4mm x 1 1/2,0
SS-AB304-5MMX11-2,SS Angle Bar 304 5mm x 1 1/2,Stainless Bars,pc,3166,8.903E+12,304,5mm x 1 1/2,5mm,Angle Bar,Stainless angle bar 304 5mm x 1 1/2,0
SS-AB304-6MMX11-2,SS Angle Bar 304 6mm x 1 1/2,Stainless Bars,pc,3593,8.903E+12,304,6mm x 1 1/2,6mm,Angle Bar,Stainless angle bar 304 6mm x 1 1/2,0
SS-AB304-3MMX2,SS Angle Bar 304 3mm x 2,Stainless Bars,pc,2358,8.903E+12,304,3mm x 2,3mm,Angle Bar,Stainless angle bar 304 3mm x 2,0
SS-AB304-4MMX2,SS Angle Bar 304 4mm x 2,Stainless Bars,pc,3078,8.903E+12,304,4mm x 2,4mm,Angle Bar,Stainless angle bar 304 4mm x 2,0
SS-AB304-5MMX2,SS Angle Bar 304 5mm x 2,Stainless Bars,pc,3905,8.903E+12,304,5mm x 2,5mm,Angle Bar,Stainless angle bar 304 5mm x 2,0
SS-AB304-6MMX2,SS Angle Bar 304 6mm x 2,Stainless Bars,pc,4513,8.903E+12,304,6mm x 2,6mm,Angle Bar,Stainless angle bar 304 6mm x 2,0
SS-FB202-3MMX1,SS Flat Bar 202 3mm x 1,Stainless Bars,pc,383,8.903E+12,202,3mm x 1,3mm,Flat Bar,Stainless flat bar 202 3mm x 1,0
SS-FB202-4MMX1,SS Flat Bar 202 4mm x 1,Stainless Bars,pc,504,8.903E+12,202,4mm x 1,4mm,Flat Bar,Stainless flat bar 202 4mm x 1,0
SS-FB202-5MMX1,SS Flat Bar 202 5mm x 1,Stainless Bars,pc,603,8.903E+12,202,5mm x 1,5mm,Flat Bar,Stainless flat bar 202 5mm x 1,0
SS-FB202-6MMX1,SS Flat Bar 202 6mm x 1,Stainless Bars,pc,721,8.903E+12,202,6mm x 1,6mm,Flat Bar,Stainless flat bar 202 6mm x 1,0
SS-FB202-3MMX11-2,SS Flat Bar 202 3mm x 1 1/2,Stainless Bars,pc,577,8.903E+12,202,3mm x 1 1/2,3mm,Flat Bar,Stainless flat bar 202 3mm x 1 1/2,0
SS-FB202-4MMX11-2,SS Flat Bar 202 4mm x 1 1/2,Stainless Bars,pc,771,8.903E+12,202,4mm x 1 1/2,4mm,Flat Bar,Stainless flat bar 202 4mm x 1 1/2,0
SS-FB202-5MMX11-2,SS Flat Bar 202 5mm x 1 1/2,Stainless Bars,pc,965,8.903E+12,202,5mm x 1 1/2,5mm,Flat Bar,Stainless flat bar 202 5mm x 1 1/2,0
SS-FB202-6MMX11-2,SS Flat Bar 202 6mm x 1 1/2,Stainless Bars,pc,1143,8.903E+12,202,6mm x 1 1/2,6mm,Flat Bar,Stainless flat bar 202 6mm x 1 1/2,0
SS-FB202-3MMX2,SS Flat Bar 202 3mm x 2,Stainless Bars,pc,722,8.903E+12,202,3mm x 2,3mm,Flat Bar,Stainless flat bar 202 3mm x 2,0
SS-FB202-4MMX2,SS Flat Bar 202 4mm x 2,Stainless Bars,pc,963,8.903E+12,202,4mm x 2,4mm,Flat Bar,Stainless flat bar 202 4mm x 2,0
SS-FB202-5MMX2,SS Flat Bar 202 5mm x 2,Stainless Bars,pc,1205,8.903E+12,202,5mm x 2,5mm,Flat Bar,Stainless flat bar 202 5mm x 2,0
SS-FB202-6MMX2,SS Flat Bar 202 6mm x 2,Stainless Bars,pc,1443,8.903E+12,202,6mm x 2,6mm,Flat Bar,Stainless flat bar 202 6mm x 2,0
SS-FB304-3MMX1,SS Flat Bar 304 3mm x 1,Stainless Bars,pc,590,8.903E+12,304,3mm x 1,3mm,Flat Bar,Stainless flat bar 304 3mm x 1,0
SS-FB304-4MMX1,SS Flat Bar 304 4mm x 1,Stainless Bars,pc,781,8.903E+12,304,4mm x 1,4mm,Flat Bar,Stainless flat bar 304 4mm x 1,0
SS-FB304-5MMX1,SS Flat Bar 304 5mm x 1,Stainless Bars,pc,971,8.903E+12,304,5mm x 1,5mm,Flat Bar,Stainless flat bar 304 5mm x 1,0
SS-FB304-6MMX1,SS Flat Bar 304 6mm x 1,Stainless Bars,pc,1159,8.903E+12,304,6mm x 1,6mm,Flat Bar,Stainless flat bar 304 6mm x 1,0
SS-FB304-3MMX11-2,SS Flat Bar 304 3mm x 1 1/2,Stainless Bars,pc,938,8.903E+12,304,3mm x 1 1/2,3mm,Flat Bar,Stainless flat bar 304 3mm x 1 1/2,0
SS-FB304-4MMX11-2,SS Flat Bar 304 4mm x 1 1/2,Stainless Bars,pc,1248,8.903E+12,304,4mm x 1 1/2,4mm,Flat Bar,Stainless flat bar 304 4mm x 1 1/2,0
SS-FB304-5MMX11-2,SS Flat Bar 304 5mm x 1 1/2,Stainless Bars,pc,1548,8.903E+12,304,5mm x 1 1/2,5mm,Flat Bar,Stainless flat bar 304 5mm x 1 1/2,0
SS-FB304-6MMX11-2,SS Flat Bar 304 6mm x 1 1/2,Stainless Bars,pc,1849,8.903E+12,304,6mm x 1 1/2,6mm,Flat Bar,Stainless flat bar 304 6mm x 1 1/2,0
SS-FB304-3MMX2,SS Flat Bar 304 3mm x 2,Stainless Bars,pc,1167,8.903E+12,304,3mm x 2,3mm,Flat Bar,Stainless flat bar 304 3mm x 2,0
SS-FB304-4MMX2,SS Flat Bar 304 4mm x 2,Stainless Bars,pc,1546,8.903E+12,304,4mm x 2,4mm,Flat Bar,Stainless flat bar 304 4mm x 2,0
SS-FB304-5MMX2,SS Flat Bar 304 5mm x 2,Stainless Bars,pc,1947,8.903E+12,304,5mm x 2,5mm,Flat Bar,Stainless flat bar 304 5mm x 2,0
SS-FB304-6MMX2,SS Flat Bar 304 6mm x 2,Stainless Bars,pc,2319,8.903E+12,304,6mm x 2,6mm,Flat Bar,Stainless flat bar 304 6mm x 2,0
