SKU,Name,Category,Unit,UnitPrice,Barcode,Grade,Size,Description,StockQuantity
SS-ACC-PH051-20X40,SS Mounted Wheel 20x40,Accessories,pc,8,8903001001307,,20x40,SS Mounted Wheel — PH051 price list,0
SS-ACC-PH051-25X40,SS Mounted Wheel 25x40,Accessories,pc,10,8903001001308,,25x40,SS Mounted Wheel — PH051 price list,0
SS-ACC-PH051-30X40,SS Mounted Wheel 30x40,Accessories,pc,12,8903001001309,,30x40,SS Mounted Wheel — PH051 price list,0
SS-ACC-PH052-ROUND-304,SS Glass Clip Round #304 Round (304),Accessories,pc,42,8903001001310,304,Round,SS Glass Clip Round #304 — PH052 price list,0
SS-ACC-PH053-SQ-304,SS Glass Clip SQ #304 SQ (304),Accessories,pc,47,8903001001311,304,SQ,SS Glass Clip SQ #304 — PH053 price list,0
SS-ACC-PH054-FLAT-ROUND-304,SS Glass Clip Round Flat/Round #304 Flat/Round (304),Accessories,pc,70,8903001001312,304,Flat/Round,SS Glass Clip Round Flat/Round #304 — PH054 price list,0
SS-ACC-PH055-FLAT-ROUND-304,SS Glass Clip SQ Flat/Round #304 Flat/Round (304),Accessories,pc,75,8903001001313,304,Flat/Round,SS Glass Clip SQ Flat/Round #304 — PH055 price list,0
SS-ACC-PH056-80MM-304,SS Design SOS Flat #304 80mm (304),Accessories,pc,75,8903001001314,304,80mm,SS Design SOS Flat #304 — PH056 price list,0
SS-ACC-PH056-100MM-304,SS Design SOS Flat #304 100mm (304),Accessories,pc,85,8903001001315,304,100mm,SS Design SOS Flat #304 — PH056 price list,0
SS-ACC-PH057-80MM-304,SS Design S Flat #304 80mm (304),Accessories,pc,58,8903001001316,304,80mm,SS Design S Flat #304 — PH057 price list,0
SS-ACC-PH057-100MM-304,SS Design S Flat #304 100mm (304),Accessories,pc,70,8903001001317,304,100mm,SS Design S Flat #304 — PH057 price list,0
SS-ACC-PH058-80MM-304,SS Design S 3D #304 80mm (304),Accessories,pc,32,8903001001318,304,80mm,SS Design S 3D #304 — PH058 price list,0
SS-ACC-PH058-100MM-304,SS Design S 3D #304 100mm (304),Accessories,pc,38,8903001001319,304,100mm,SS Design S 3D #304 — PH058 price list,0
SS-ACC-PH058-80MM-SILVER-304,SS Design S 3D #304 80mm Silver (304),Accessories,pc,72,8903001001320,304,80mm Silver,SS Design S 3D #304 — PH058 price list,0
SS-ACC-PH058-100MM-SILVER-304,SS Design S 3D #304 100mm Silver (304),Accessories,pc,77,8903001001321,304,100mm Silver,SS Design S 3D #304 — PH058 price list,0
SS-ACC-PH059-80MM-GOLD-304,SS Design Flat #304 80mm Gold (304),Accessories,pc,77,8903001001322,304,80mm Gold,SS Design Flat #304 — PH059 price list,0
SS-ACC-PH059-100MM-GOLD-304,SS Design Flat #304 100mm Gold (304),Accessories,pc,82,8903001001323,304,100mm Gold,SS Design Flat #304 — PH059 price list,0
SS-ACC-PH060-16X100-304,SS Design Tube #304 16x100 (304),Accessories,pc,40,8903001001324,304,16x100,SS Design Tube #304 — PH060 price list,0
SS-ACC-PH060-16X120-304,SS Design Tube #304 16x120 (304),Accessories,pc,52,8903001001325,304,16x120,SS Design Tube #304 — PH060 price list,0
SS-ACC-PH061-80MM-304,SS Design COC 3D #304 80mm (304),Accessories,pc,85,8903001001326,304,80mm,SS Design COC 3D #304 — PH061 price list,0
SS-ACC-PH061-100MM-304,SS Design COC 3D #304 100mm (304),Accessories,pc,100,8903001001327,304,100mm,SS Design COC 3D #304 — PH061 price list,0
SS-ACC-PH062-80MM-304,SS Design SOS 3D #304 80mm (304),Accessories,pc,110,8903001001328,304,80mm,SS Design SOS 3D #304 — PH062 price list,0
SS-ACC-PH062-100MM-304,SS Design SOS 3D #304 100mm (304),Accessories,pc,120,8903001001329,304,100mm,SS Design SOS 3D #304 — PH062 price list,0
SS-ACC-PH063-750MM-3D-304,SS Design 3D #304 750mm 750mm 3D (304),Accessories,pc,280,8903001001330,304,750mm 3D,SS Design 3D #304 750mm — PH063 price list,0
SS-ACC-PH064-750MM-3D-304,SS Design 3D #304 750mm 750mm 3D (304),Accessories,pc,280,8903001001331,304,750mm 3D,SS Design 3D #304 750mm — PH064 price list,0
SS-ACC-PH065-750MM-3D-304,SS Design 3D #304 750mm 750mm 3D (304),Accessories,pc,300,8903001001332,304,750mm 3D,SS Design 3D #304 750mm — PH065 price list,0
SS-ACC-PH066-750MM-FLAT-304,SS Design Flat #304 750mm 750mm Flat (304),Accessories,pc,320,8903001001333,304,750mm Flat,SS Design Flat #304 750mm — PH066 price list,0
SS-ACC-PH067-750MM-3D-304,SS Design 3D #304 750mm 750mm 3D (304),Accessories,pc,300,8903001001334,304,750mm 3D,SS Design 3D #304 750mm — PH067 price list,0
SS-ACC-PH068-750MM-FLAT-304,SS Design Flat #304 750mm 750mm Flat (304),Accessories,pc,320,8903001001335,304,750mm Flat,SS Design Flat #304 750mm — PH068 price list,0
SS-ACC-PH069-600MM-3D-304,SS Design Flat 3D #304 600mm 3D (304),Accessories,pc,300,8903001001336,304,600mm 3D,SS Design Flat 3D #304 — PH069 price list,0
SS-ACC-PH069-750MM-3D-304,SS Design Flat 3D #304 750mm 3D (304),Accessories,pc,220,8903001001337,304,750mm 3D,SS Design Flat 3D #304 — PH069 price list,0
SS-ACC-PH070-100MM-202,SS Design Flat #304 100mm (202),Accessories,pc,20,8903001001338,202,100mm,SS Design Flat #304 — PH070 price list,0
SS-ACC-PH070-100MM-304,SS Design Flat #304 100mm (304),Accessories,pc,30,8903001001339,304,100mm,SS Design Flat #304 — PH070 price list,0
SS-ACC-PH070-120MM-202,SS Design Flat #304 120mm (202),Accessories,pc,25,8903001001340,202,120mm,SS Design Flat #304 — PH070 price list,0
SS-ACC-PH070-120MM-304,SS Design Flat #304 120mm (304),Accessories,pc,35,8903001001341,304,120mm,SS Design Flat #304 — PH070 price list,0
SS-ACC-PH071-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001342,202,100mm,SS Design Flat #202/304 — PH071 price list,0
SS-ACC-PH071-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001343,304,100mm,SS Design Flat #202/304 — PH071 price list,0
SS-ACC-PH071-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001344,202,120mm,SS Design Flat #202/304 — PH071 price list,0
SS-ACC-PH071-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001345,304,120mm,SS Design Flat #202/304 — PH071 price list,0
SS-ACC-PH072-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001346,202,100mm,SS Design Flat #202/304 — PH072 price list,0
SS-ACC-PH072-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001347,304,100mm,SS Design Flat #202/304 — PH072 price list,0
SS-ACC-PH072-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001348,202,120mm,SS Design Flat #202/304 — PH072 price list,0
SS-ACC-PH072-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001349,304,120mm,SS Design Flat #202/304 — PH072 price list,0
SS-ACC-PH073-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,25,8903001001350,202,100mm,SS Design Flat #202/304 — PH073 price list,0
SS-ACC-PH073-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,35,8903001001351,304,100mm,SS Design Flat #202/304 — PH073 price list,0
SS-ACC-PH073-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,30,8903001001352,202,120mm,SS Design Flat #202/304 — PH073 price list,0
SS-ACC-PH073-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,40,8903001001353,304,120mm,SS Design Flat #202/304 — PH073 price list,0
SS-ACC-PH074-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001354,202,100mm,SS Design Flat #202/304 — PH074 price list,0
SS-ACC-PH074-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001355,304,100mm,SS Design Flat #202/304 — PH074 price list,0
SS-ACC-PH074-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001356,202,120mm,SS Design Flat #202/304 — PH074 price list,0
SS-ACC-PH074-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001357,304,120mm,SS Design Flat #202/304 — PH074 price list,0
SS-ACC-PH075-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001358,202,100mm,SS Design Flat #202/304 — PH075 price list,0
SS-ACC-PH075-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001359,304,100mm,SS Design Flat #202/304 — PH075 price list,0
SS-ACC-PH075-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001360,202,120mm,SS Design Flat #202/304 — PH075 price list,0
SS-ACC-PH075-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001361,304,120mm,SS Design Flat #202/304 — PH075 price list,0
SS-ACC-PH076-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001362,202,100mm,SS Design Flat #202/304 — PH076 price list,0
SS-ACC-PH076-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001363,304,100mm,SS Design Flat #202/304 — PH076 price list,0
SS-ACC-PH076-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001364,202,120mm,SS Design Flat #202/304 — PH076 price list,0
SS-ACC-PH076-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001365,304,120mm,SS Design Flat #202/304 — PH076 price list,0
SS-ACC-PH077-100MM-202,SS Design Flat #202/304 100mm (202),Accessories,pc,20,8903001001366,202,100mm,SS Design Flat #202/304 — PH077 price list,0
SS-ACC-PH077-100MM-304,SS Design Flat #202/304 100mm (304),Accessories,pc,30,8903001001367,304,100mm,SS Design Flat #202/304 — PH077 price list,0
SS-ACC-PH077-120MM-202,SS Design Flat #202/304 120mm (202),Accessories,pc,25,8903001001368,202,120mm,SS Design Flat #202/304 — PH077 price list,0
SS-ACC-PH077-120MM-304,SS Design Flat #202/304 120mm (304),Accessories,pc,35,8903001001369,304,120mm,SS Design Flat #202/304 — PH077 price list,0
SS-ACC-PH078-600MM-3D-304,SS Design 3D #304 600mm 600mm 3D (304),Accessories,pc,300,8903001001370,304,600mm 3D,SS Design 3D #304 600mm — PH078 price list,0
SS-ACC-PH079-750MM-3D-304,SS Design 3D #304 750mm 750mm 3D (304),Accessories,pc,220,8903001001371,304,750mm 3D,SS Design 3D #304 750mm — PH079 price list,0
SS-ACC-PH080-750MM-3D-304,SS Design 3D #304 750mm 3D (304),Accessories,pc,300,8903001001372,304,750mm 3D,SS Design 3D #304 — PH080 price list,0
SS-ACC-PH081-750MM-3D-304,SS Design 3D #304 750mm 3D (304),Accessories,pc,220,8903001001373,304,750mm 3D,SS Design 3D #304 — PH081 price list,0
SS-ACC-PH082-750MM-SQ-3D-304,SS Design SQ 3D #304 750mm 750mm SQ 3D (304),Accessories,pc,220,8903001001374,304,750mm SQ 3D,SS Design SQ 3D #304 750mm — PH082 price list,0
SS-ACC-PH083-750MM-SQ-3D-304,SS Design SQ 3D #304 750mm 750mm SQ 3D (304),Accessories,pc,220,8903001001375,304,750mm SQ 3D,SS Design SQ 3D #304 750mm — PH083 price list,0
SS-ACC-PH084-850MM-3D-304,SS Design 3D #304 850mm 850mm 3D (304),Accessories,pc,1200,8903001001376,304,850mm 3D,SS Design 3D #304 850mm — PH084 price list,0
SS-ACC-PH085-850MM-3D-304,SS Design 3D #304 850mm 850mm 3D (304),Accessories,pc,1200,8903001001377,304,850mm 3D,SS Design 3D #304 850mm — PH085 price list,0
SS-ACC-PH086-850MM-3D-304,SS Design 3D #304 850mm 850mm 3D (304),Accessories,pc,1350,8903001001378,304,850mm 3D,SS Design 3D #304 850mm — PH086 price list,0
SS-ACC-PH087-850MM-3D-304,SS Design 3D #304 850mm 850mm 3D (304),Accessories,pc,1350,8903001001379,304,850mm 3D,SS Design 3D #304 850mm — PH087 price list,0
SS-ACC-PH088-5MM-304,SS Poste Holder #304 5mm (304),Accessories,pc,150,8903001001380,304,5mm,SS Poste Holder #304 — PH088 price list,0
SS-ACC-PH089-SINGLE-SIDE-304,SS Glass Clip #304 Single Side (304),Accessories,pc,60,8903001001381,304,Single Side,SS Glass Clip #304 — PH089 price list,0
SS-ACC-PH089-DOUBLE-SIDE-304,SS Glass Clip #304 Double Side (304),Accessories,pc,95,8903001001382,304,Double Side,SS Glass Clip #304 — PH089 price list,0
SS-ACC-PH089-L-SIDE-304,SS Glass Clip #304 L Side (304),Accessories,pc,100,8903001001383,304,L Side,SS Glass Clip #304 — PH089 price list,0
SS-ACC-PH089-SIZE-2-304,SS Glass Clip #304 Size 2 (304),Accessories,pc,45,8903001001384,304,Size 2,SS Glass Clip #304 — PH089 price list,0
SS-ACC-PH090-2-0,SS Welding Rod Nihon 2.0,Accessories,pc,630,8903001001385,,2.0,SS Welding Rod Nihon — PH090 price list,0
SS-ACC-PH090-2-5,SS Welding Rod Nihon 2.5,Accessories,pc,550,8903001001386,,2.5,SS Welding Rod Nihon — PH090 price list,0
SS-ACC-PH098-SET,SS TIG Handle Set Set,Accessories,pc,1200,8903001001387,,Set,SS TIG Handle Set — PH098 price list,0
SS-ACC-PH099-BIG,SS Handle Switch Big,Accessories,pc,7,8903001001388,,Big,SS Handle Switch — PH099 price list,0
SS-ACC-PH099-SMALL,SS Handle Switch Small,Accessories,pc,6,8903001001389,,Small,SS Handle Switch — PH099 price list,0
SS-ACC-PH100-1,SS Ceramic Cap #1,Accessories,pc,7,8903001001390,,#1,SS Ceramic Cap — PH100 price list,0
SS-ACC-PH100-4,SS Ceramic Cap #4,Accessories,pc,10,8903001001391,,#4,SS Ceramic Cap — PH100 price list,0
SS-ACC-PH100-6,SS Ceramic Cap #6,Accessories,pc,12,8903001001392,,#6,SS Ceramic Cap — PH100 price list,0
SS-ACC-PH101-STANDARD,SS TIG Handle Standard,Accessories,pc,115,8903001001393,,Standard,SS TIG Handle — PH101 price list,0
SS-ACC-PH102-1,SS Handle Tail #1,Accessories,pc,12,8903001001394,,#1,SS Handle Tail — PH102 price list,0
SS-ACC-PH102-2,SS Handle Tail #2,Accessories,pc,16,8903001001395,,#2,SS Handle Tail — PH102 price list,0
SS-ACC-PH102-3,SS Handle Tail #3,Accessories,pc,18,8903001001396,,#3,SS Handle Tail — PH102 price list,0
SS-ACC-PH103-1-6,SS Cooled Clip 1.6,Accessories,pc,9,8903001001397,,1.6,SS Cooled Clip — PH103 price list,0
SS-ACC-PH103-2-0,SS Cooled Clip 2.0,Accessories,pc,9,8903001001398,,2.0,SS Cooled Clip — PH103 price list,0
SS-ACC-PH103-2-5,SS Cooled Clip 2.5,Accessories,pc,9,8903001001399,,2.5,SS Cooled Clip — PH103 price list,0
SS-ACC-PH104-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,85,8903001001400,304,Standard,SS Glass Clip #304 — PH104 price list,0
SS-ACC-PH105-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,67,8903001001401,304,Standard,SS Glass Clip #304 — PH105 price list,0
SS-ACC-PH106-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,60,8903001001402,304,Standard,SS Glass Clip #304 — PH106 price list,0
SS-ACC-PH107-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,60,8903001001403,304,Standard,SS Glass Clip #304 — PH107 price list,0
SS-ACC-PH108-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,85,8903001001404,304,Standard,SS Glass Clip #304 — PH108 price list,0
SS-ACC-PH109-2-1-2-304,SS HT Cover 2-1/2 (304),Accessories,pc,55,8903001001405,304,2-1/2,SS HT Cover — PH109 price list,0
SS-ACC-PH110-STANDARD-304,SS Upper Patch Glass Door Fittings #304 Standard (304),Accessories,pc,300,8903001001406,304,Standard,SS Upper Patch Glass Door Fittings #304 — PH110 price list,0
SS-ACC-PH111-STANDARD-304,SS Bottom Patch Glass Door Fittings #304 Standard (304),Accessories,pc,300,8903001001407,304,Standard,SS Bottom Patch Glass Door Fittings #304 — PH111 price list,0
SS-ACC-PH112-STANDARD-304,SS Bending Patch Glass Door Fittings #304 Standard (304),Accessories,pc,470,8903001001408,304,Standard,SS Bending Patch Glass Door Fittings #304 — PH112 price list,0
SS-ACC-PH113-1-304,SS Lock Glass Door Fittings #304 #1 (304),Accessories,pc,600,8903001001409,304,#1,SS Lock Glass Door Fittings #304 — PH113 price list,0
SS-ACC-PH113-2-304,SS Lock Glass Door Fittings #304 #2 (304),Accessories,pc,450,8903001001410,304,#2,SS Lock Glass Door Fittings #304 — PH113 price list,0
SS-ACC-PH114-STANDARD-304,SS Floor Spring Glass Door Fittings #304 Standard (304),Accessories,pc,1500,8903001001411,304,Standard,SS Floor Spring Glass Door Fittings #304 — PH114 price list,0
SS-ACC-PH115-304,SS Glass Clip 304 304,Accessories,pc,600,8903001001412,,304,SS Glass Clip 304 — PH115 price list,0
SS-ACC-PH116-304,SS Glass Clip 304 304,Accessories,pc,600,8903001001413,,304,SS Glass Clip 304 — PH116 price list,0
SS-ACC-PH117-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,500,8903001001414,304,Standard,SS Glass Clip #304 — PH117 price list,0
SS-ACC-PH118-STANDARD-304,SS Glass Clip #304 Standard (304),Accessories,pc,800,8903001001415,304,Standard,SS Glass Clip #304 — PH118 price list,0
SS-ACC-PH119-100MMX2-304,SS Floor Drain #304 100mmx2 (304),Accessories,pc,170,8903001001416,304,100mmx2,SS Floor Drain #304 — PH119 price list,0
SS-ACC-PH119-120MMX2-304,SS Floor Drain #304 120mmx2 (304),Accessories,pc,190,8903001001417,304,120mmx2,SS Floor Drain #304 — PH119 price list,0
SS-ACC-PH119-100MMX3-304,SS Floor Drain #304 100mmx3 (304),Accessories,pc,210,8903001001418,304,100mmx3,SS Floor Drain #304 — PH119 price list,0
SS-ACC-PH119-120MMX3-304,SS Floor Drain #304 120mmx3 (304),Accessories,pc,220,8903001001419,304,120mmx3,SS Floor Drain #304 — PH119 price list,0
SS-ACC-PH120-4WHEELS-304,SS Hanger Wheel Diamond Design #304 4Wheels (304),Accessories,pc,265,8903001001420,304,4Wheels,SS Hanger Wheel Diamond Design #304 — PH120 price list,0
SS-ACC-PH120-8WHEELS-304,SS Hanger Wheel Diamond Design #304 8Wheels (304),Accessories,pc,400,8903001001421,304,8Wheels,SS Hanger Wheel Diamond Design #304 — PH120 price list,0
SS-ACC-PH121-8L-202,SS Trash Can 8L (202),Accessories,pc,450,8903001001422,202,8L,SS Trash Can — PH121 price list,0
SS-ACC-PH121-12L-202,SS Trash Can 12L (202),Accessories,pc,700,8903001001423,202,12L,SS Trash Can — PH121 price list,0
SS-ACC-PH122-32X300-304,SS Handle #304 32x300 (304),Accessories,pc,380,8903001001424,304,32x300,SS Handle #304 — PH122 price list,0
SS-ACC-PH122-32X600-304,SS Handle #304 32x600 (304),Accessories,pc,480,8903001001425,304,32x600,SS Handle #304 — PH122 price list,0
SS-ACC-PH122-32X300-ALT-304,SS Handle #304 32x300 alt (304),Accessories,pc,350,8903001001426,304,32x300 alt,SS Handle #304 — PH122 price list,0
SS-ACC-PH122-32X600-ALT-304,SS Handle #304 32x600 alt (304),Accessories,pc,450,8903001001427,304,32x600 alt,SS Handle #304 — PH122 price list,0
SS-ACC-PH122-32X900-304,SS Handle #304 32x900 (304),Accessories,pc,700,8903001001428,304,32x900,SS Handle #304 — PH122 price list,0
SS-ACC-PH122-32X1200-304,SS Handle #304 32x1200 (304),Accessories,pc,950,8903001001429,304,32x1200,SS Handle #304 — PH122 price list,0
SS-ACC-PH124-1-202,SS Piano Hinge Bracket Holder 1 (202),Accessories,pc,75,8903001001430,202,1,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-304,SS Piano Hinge Bracket Holder 1 (304),Accessories,pc,135,8903001001431,304,1,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-1-4-202,SS Piano Hinge Bracket Holder 1-1/4 (202),Accessories,pc,80,8903001001432,202,1-1/4,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-1-4-304,SS Piano Hinge Bracket Holder 1-1/4 (304),Accessories,pc,155,8903001001433,304,1-1/4,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-1-2-202,SS Piano Hinge Bracket Holder 1-1/2 (202),Accessories,pc,100,8903001001434,202,1-1/2,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-1-2-304,SS Piano Hinge Bracket Holder 1-1/2 (304),Accessories,pc,170,8903001001435,304,1-1/2,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-2-202,SS Piano Hinge Bracket Holder 2 (202),Accessories,pc,140,8903001001436,202,2,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-2-304,SS Piano Hinge Bracket Holder 2 (304),Accessories,pc,255,8903001001437,304,2,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH124-1-8M-304,SS Piano Hinge Bracket Holder 1.8m (304),Accessories,pc,255,8903001001438,304,1.8m,SS Piano Hinge Bracket Holder — PH124 price list,0
SS-ACC-PH125-STANDARD-304,SS Faucet #304 Standard (304),Accessories,pc,220,8903001001439,304,Standard,SS Faucet #304 — PH125 price list,0
SS-ACC-PH126-1-304,SS Faucet #304 #1 (304),Accessories,pc,310,8903001001440,304,#1,SS Faucet #304 — PH126 price list,0
SS-ACC-PH126-2-360-304,SS Faucet #304 #2 360° (304),Accessories,pc,400,8903001001441,304,#2 360°,SS Faucet #304 — PH126 price list,0
SS-ACC-PH126-270-VARIANT-304,SS Faucet #304 270 variant (304),Accessories,pc,270,8903001001442,304,270 variant,SS Faucet #304 — PH126 price list,0
SS-ACC-PH127-12INCH-202,SS Rollers #202 12Inch (202),Accessories,pc,180,8903001001443,202,12Inch,SS Rollers #202 — PH127 price list,0
SS-ACC-PH127-14INCH-304,SS Rollers #202 14Inch (304),Accessories,pc,210,8903001001444,304,14Inch,SS Rollers #202 — PH127 price list,0
SS-ACC-PH127-16INCH-304,SS Rollers #202 16Inch (304),Accessories,pc,240,8903001001445,304,16Inch,SS Rollers #202 — PH127 price list,0
SS-ACC-PH127-18INCH-304,SS Rollers #202 18Inch (304),Accessories,pc,270,8903001001446,304,18Inch,SS Rollers #202 — PH127 price list,0
SS-ACC-PH127-20INCH-304,SS Rollers #202 20Inch (304),Accessories,pc,300,8903001001447,304,20Inch,SS Rollers #202 — PH127 price list,0
SS-ACC-PH128-STANDARD-304,SS Lock #304 Standard (304),Accessories,pc,365,8903001001448,304,Standard,SS Lock #304 — PH128 price list,0
SS-ACC-PH129-125-304,SS Floor Drain #304 125 (304),Accessories,pc,125,8903001001449,304,125,SS Floor Drain #304 — PH129 price list,0
